13.0000,23.2000,11.1400,0.3720,0.0002,5.0000,4.0000,2.0000,15.0000,1.0000,7.0000,0.3710,8.0000,176.0000,4.3300,3.0000,471.0000,5.0000,628.0000,0.8400,0.0070,36.4100,1.0000
32.0000,9.3700,3.3000,0.2844,0.0000,17.0000,4.0000,1.0000,3.0000,4.0000,12.0000,0.1730,88.0000,48.0000,10.6600,3.0000,903.0000,12.2500,1352.0000,0.9600,0.0117,1.2300,0.0000
102.0000,9.0400,0.0600,0.0047,0.0000,45.0000,6.0000,1.0000,0.9800,3.0000,2.9000,0.0930,274.0000,7.0000,16.0000,6.0000,114.0000,18.6600,114.0000,0.9900,0.0380,33.3300,0.0000
57.0000,13.7000,1.8000,0.0117,0.0001,30.0000,9.0000,4.0000,7.0000,9.0000,15.0000,0.2260,38.0000,134.0000,19.0000,3.0000,662.0000,9.8800,1987.0000,0.9120,0.0062,39.3300,1.0000
293.0000,4.7000,0.0600,0.0029,0.0000,150.0000,21.0000,4.0000,1.0000,133.0000,45.0000,0.0980,15.0000,461.0000,73.0000,4.0000,254.0000,16.0000,1337.0000,0.9800,0.0039,48.9200,0.0000
29.0000,18.9000,5.6000,0.0262,0.0000,15.0000,10.0000,2.0000,6.0000,5.0000,17.0000,0.2090,0.0000,0.0000,7.2500,4.0000,473.0000,4.9000,1182.0000,0.9300,0.0000,29.6700,1.0000
67.0000,20.5100,0.6000,0.0095,0.0000,41.9900,13.0000,18.0000,26.0000,31.0000,46.0000,0.3800,34.0000,104.0000,22.3300,3.0000,211.0000,8.0000,917.0000,0.3700,0.0220,44.4500,1.0000
148.0000,15.9000,0.2800,0.0053,0.0000,77.0000,11.0000,4.0000,2.7000,13.0000,8.0000,0.1220,46.0000,439.0000,49.0000,3.0000,577.0000,16.9000,2115.0000,0.9700,0.0072,35.9600,0.0000
56.0000,18.4700,0.7000,20.8000,0.0001,24.7000,9.0000,2.0000,3.0000,11.0000,19.0000,0.1700,10.0000,201.0000,18.6600,3.0000,246.0000,7.8800,738.0000,0.9600,0.1700,41.8100,0.0000
10.0000,22.1300,6.4000,0.0312,0.0049,7.3700,1.0000,7.0000,70.0000,0.0000,0.0000,0.7500,2.0000,79.1900,9.0000,1.0000,642.0000,10.0000,641.0000,0.3000,0.0014,42.6900,0.0000
28.0000,16.8700,1.2000,0.0219,0.0003,17.0000,11.0000,6.0000,21.0000,5.0000,17.0000,0.4100,11.0000,98.6400,7.0000,4.0000,86.0000,3.8000,238.0000,0.7800,0.5656,0.0000,1.0000