44.0000,5.0000,11.3636,0.8800,15.9500,2.2727,0.0084,28.0000,0.0073,0.0000
348.0000,22.0000,6.3210,0.9300,7.3000,0.2873,0.0022,234.0000,0.0660,0.0000
181.0000,25.0000,13.8122,0.8600,12.8300,0.5500,0.0033,247.0000,0.0392,0.0000
32.0000,5.0000,15.6250,0.8400,23.1300,3.1250,0.2040,59.0000,0.0167,0.0000
49.0000,9.0000,18.3900,0.8160,22.0000,429.0000,0.1300,220.0000,0.0420,0.0000
66.0000,6.0000,8.6900,0.9000,14.0800,1.4400,0.0122,66.0000,0.0270,0.0000
249.0000,13.0000,5.2200,0.9400,9.2800,0.4000,0.0027,251.0000,0.0413,0.0000
178.0000,14.0000,2.7400,0.9100,10.1030,0.5494,461.0000,6.0000,0.0052,0.0000
31.0000,14.0000,6.4500,0.5400,9.8000,3.2200,0.1827,30.0000,0.0099,0.0000
1613.0000,53.0000,13.8100,0.9600,8.1000,0.0710,0.0005,238.0000,0.0415,0.0000
62.0000,7.0000,11.1100,0.8888,8.1000,1.5800,0.0127,507.0000,0.0840,0.0000
739.0000,16.0000,2.1200,0.9700,5.3000,0.1320,0.0012,212.0000,0.0640,0.0000
779.0000,38.0000,4.5800,0.9500,0.0450,0.1200,0.0010,371.0000,0.0350,0.0000
20.0000,10.0000,66.0000,0.5000,19.0000,0.3700,0.2550,8.0000,0.0110,0.0000
82.0000,31.0000,26.0000,0.6200,0.1040,0.0800,0.0044,0.0000,0.0000,0.0000
10.0000,1.0000,11.1100,0.9000,0.1215,10.6700,0.0700,0.0000,0.0000,0.0000
9.0000,4.0000,11.1000,0.5500,19.4000,19.6600,0.0440,0.0000,0.0000,0.0000
27.0000,10.0000,37.0000,0.6200,30.0000,1.7700,0.0170,34.0000,0.0390,0.0000
16.0000,0.0000,0.0000,1.0000,10.9000,1.1700,0.0009,239.0000,0.0000,0.0000
17.0000,0.0000,0.0000,1.0000,14.0000,15.7000,0.2230,4.0000,0.0057,0.0000
39.0000,1.0000,2.5000,0.9700,18.0000,0.6200,0.0139,22.0000,0.0040,0.0000
27.0000,1.0000,3.3000,0.9600,20.0000,0.5000,0.0158,2.9000,0.0070,0.0000
14.0000,9.0000,64.2000,0.3500,17.0000,1.9600,0.0335,344.0000,0.2220,0.0000
27.0000,3.0000,0.0350,0.8800,9.7700,0.2300,0.0062,70.0000,0.0200,0.0000
57.0000,0.0000,0.0000,1.0000,15.5500,32.9000,0.0058,16.0000,0.0085,0.0000
664.0000,13.0000,1.9500,0.9700,6.8500,0.0330,0.0012,71.0000,0.0400,1.0000
140.0000,51.0000,36.0000,0.6300,26.4800,0.3700,0.0040,534.0000,0.5500,0.0000
4664.0000,20.0000,0.4200,0.9900,4.1900,0.1500,0.0001,348.0000,0.0680,0.0000
123.0000,7.0000,5.6900,0.9400,12.9700,0.7600,0.0067,19.0000,0.0070,0.0000
2277.0000,42.0000,1.7700,0.9800,4.5000,0.0154,0.0004,899.0000,0.3400,0.0000
538.0000,13.0000,2.4000,0.9000,5.2600,0.1000,0.0002,128.0000,0.0230,0.0000
383.0000,2.0000,0.5200,0.9900,3.2000,2.7700,0.0025,54.0000,0.0170,1.0000
283.0000,6.0000,2.1000,0.9700,1.7000,8.4000,0.0013,80.0000,0.0160,0.0000
261.0000,2.0000,0.7600,0.9900,1.3300,0.0230,0.0032,94.0000,0.0220,1.0000
8.0000,1.0000,12.5000,0.8700,22.2200,15.0000,0.1400,24.0000,0.0170,0.0000
27.0000,1.0000,3.7000,0.9600,10.8000,9.6000,0.0280,0.0000,0.0000,0.0000
74.0000,4.0000,5.4000,0.9400,10.3400,0.5000,0.0127,49.0000,0.0130,0.0000
203.0000,21.0000,10.0000,0.8900,13.9000,0.1100,0.0037,15.0000,0.0086,0.0000
2.0000,2.0000,100.0000,0.0000,1.0000,0.5000,0.0000,13.0000,13.0000,0.0000
319.0000,34.0000,10.0000,0.8900,7.6800,0.1500,0.0024,625.0000,0.1400,0.0000
32.0000,8.0000,25.0000,0.7500,22.0000,2.5000,0.0136,58.0000,0.0280,0.0000
125.0000,5.0000,4.0000,0.9600,15.0000,0.0800,0.0046,40.0000,0.0200,0.0000
115.0000,41.0000,35.0000,0.6400,26.0000,0.4800,0.0048,51.0000,0.0400,0.0000
70.0000,2.0000,2.8000,0.9700,7.1100,0.0700,0.0067,14.0000,0.0060,0.0000
32.0000,4.0000,12.5000,0.8750,13.0000,3.0000,0.0130,15.0000,0.0055,0.0000
71.0000,22.0000,30.0000,0.6900,18.0000,0.4800,0.0086,59.0000,0.0750,0.0000
340.0000,36.0000,10.0000,0.8900,8.2600,0.1400,0.0022,234.0000,0.0850,0.0000
51.0000,5.0000,9.8000,0.9000,10.0000,0.1700,0.0144,22.0000,0.0170,0.0000
41.0000,5.0000,12.0000,0.8700,12.8600,3.6400,0.0170,90.0000,0.0280,0.0000
105.0000,13.0000,12.0000,0.8700,12.4400,0.6700,0.0070,46.0000,0.0200,0.0000
72.0000,6.0000,8.0000,0.9100,8.5500,1.7700,0.0099,25.0000,0.0070,0.0000
52.0000,6.0000,11.5000,0.8800,18.9000,0.8000,0.0111,31.0000,0.0120,0.0000
290.0000,3.0000,1.0000,0.9800,8.6000,0.0900,0.0025,248.0000,0.0322,1.0000
124.0000,4.0000,3.0000,0.9600,12.0000,0.1800,0.0056,42.0000,0.0419,1.0000
45.0000,2.0000,4.4000,0.9500,15.0000,0.3900,0.0144,189.0000,0.0450,0.0000
396.0000,3.0000,0.7500,0.9900,10.9000,0.1000,0.0022,98.0000,0.0139,0.0000
67.0000,18.0000,26.0000,0.3700,20.5100,0.6000,0.0095,34.0000,0.0220,0.0000
148.0000,4.0000,2.7000,0.9700,15.9000,0.2800,0.0053,46.0000,0.0072,0.0000
56.0000,2.0000,3.0000,0.9600,18.4700,0.7000,20.8000,10.0000,0.1700,0.0000
10.0000,7.0000,70.0000,0.3000,22.1300,6.4000,0.0312,2.0000,0.0014,0.0000
28.0000,6.0000,21.0000,0.7800,16.8700,1.2000,0.0219,11.0000,0.5656,0.0000